cluster_id,n_events,centroid_lat,centroid_lon,spatial_spread_deg,total_damage,mean_damage,median_damage,max_damage,damage_iqr,total_deaths,total_injuries,human_impact_score,n_event_types,dominant_event,event_diversity,n_years,events_per_year,pct_catastrophic,pct_high,n_states,primary_state,norm_damage_intensity,norm_human_impact,norm_cascading_risk,norm_frequency,norm_catastrophic_pct,hazard_score,hazard_rank,hazard_tier,top_escalation,escalation_count,n_unique_transitions
0,68530,37.78673286712388,-91.03848538069458,10.464962067583166,197599471460.0,2883401.013570699,100000.0,10000100000.0,250000.0,3117,29706,60876,16,Thunderstorm Wind,2.3476036988499973,29,2363.103448275862,91.74959871589084,8.250401284109149,56,Texas,0.002325814319839827,1.0000000000000002,1.0,1.0,0.3693568901453492,0.6559849871017625,1,High Risk,Hail → Thunderstorm Wind,22387,411
1,164,18.280033719512193,-66.39944493902438,0.5210938541745336,19077898100.0,116328646.95121951,342500.0,2500000000.0,940000.0,22,9,229,10,Flash Flood,1.330841390933902,15,10.933333333333334,87.8048780487805,12.195121951219512,3,Puerto Rico,0.9999999999999999,0.003598067886833372,0.544936252506225,0.002769883317934264,0.0,0.3603022499706435,2,Moderate Risk,Flash Flood → Flood,58,41
2,66,62.45697727272727,-150.8993227272727,5.865433033907961,172849600.0,2618933.3333333335,808300.0,26500000.0,2768750.0,1,0,10,2,Flood,0.11327430320855769,15,4.4,98.48484848484848,1.5151515151515151,1,Alaska,0.0,0.0,0.0,0.0,1.0,0.15,3,Low Risk,High Wind → Flood,5,3
